52inc/Scoops;git://github.com/52inc/Scoops.git
AAkira/ExpandableLayout;git://github.com/AAkira/ExpandableLayout.git
Almeros/android-gesture-detectors;git://github.com/Almeros/android-gesture-detectors.git
Arello-Mobile/Moxy;git://github.com/Arello-Mobile/Moxy.git
ArthurHub/Android-Image-Cropper;git://github.com/ArthurHub/Android-Image-Cropper.git
Ashok-Varma/BottomNavigation;git://github.com/Ashok-Varma/BottomNavigation.git
Aspsine/MultiThreadDownload;git://github.com/Aspsine/MultiThreadDownload.git
Bilibili/MagicaSakura;git://github.com/Bilibili/MagicaSakura.git
CaMnter/EasyGank;git://github.com/CaMnter/EasyGank.git
Cleveroad/SlidingTutorial-Android;git://github.com/Cleveroad/SlidingTutorial-Android.git
CrawlScript/WebCollector;git://github.com/CrawlScript/WebCollector.git
Cutta/GifView;git://github.com/Cutta/GifView.git
DWorkS/VolleyPlus;git://github.com/DWorkS/VolleyPlus.git
Diolor/Swipecards;git://github.com/Diolor/Swipecards.git
DmitryMalkovich/material-design-dimens;git://github.com/DmitryMalkovich/material-design-dimens.git
Dreampie/Resty;git://github.com/Dreampie/Resty.git
Ereza/CustomActivityOnCrash;git://github.com/Ereza/CustomActivityOnCrash.git
EsotericSoftware/kryonet;git://github.com/EsotericSoftware/kryonet.git
FolioReader/FolioReader-Android;git://github.com/FolioReader/FolioReader-Android.git
Grover-c13/PokeGOAPI-Java;git://github.com/Grover-c13/PokeGOAPI-Java.git
HackPlan/AndroidCharts;git://github.com/HackPlan/AndroidCharts.git
HeinrichReimer/material-intro;git://github.com/HeinrichReimer/material-intro.git
Hitomis/ActivitySwitcher;git://github.com/Hitomis/ActivitySwitcher.git
ISchwarz23/SortableTableView;git://github.com/ISchwarz23/SortableTableView.git
InQBarna/TableFixHeaders;git://github.com/InQBarna/TableFixHeaders.git
IsseiAoki/SimpleCropView;git://github.com/IsseiAoki/SimpleCropView.git
JZXiang/TimePickerDialog;git://github.com/JZXiang/TimePickerDialog.git
JakeWharton/RxBinding;git://github.com/JakeWharton/RxBinding.git
Jasonchenlijian/FastBle;git://github.com/Jasonchenlijian/FastBle.git
JohnPersano/SuperToasts;git://github.com/JohnPersano/SuperToasts.git
Karumi/Dexter;git://github.com/Karumi/Dexter.git
Karumi/Rosie;git://github.com/Karumi/Rosie.git
LMAX-Exchange/disruptor;git://github.com/LMAX-Exchange/disruptor.git
LitePalFramework/LitePal;git://github.com/LitePalFramework/LitePal.git
ManuelPeinado/FadingActionBar;git://github.com/ManuelPeinado/FadingActionBar.git
ManuelPeinado/GlassActionBar;git://github.com/ManuelPeinado/GlassActionBar.git
MarkoMilos/Paginate;git://github.com/MarkoMilos/Paginate.git
Marswin/MarsDaemon;git://github.com/Marswin/MarsDaemon.git
Mashape/unirest-java;git://github.com/Mashape/unirest-java.git
MatthiasRobbers/shortbread;git://github.com/MatthiasRobbers/shortbread.git
MiguelCatalan/MaterialSearchView;git://github.com/MiguelCatalan/MaterialSearchView.git
MostafaGazar/CustomShapeImageView;git://github.com/MostafaGazar/CustomShapeImageView.git
Muddz/StyleableToast;git://github.com/Muddz/StyleableToast.git
NYTimes/Store;git://github.com/NYTimes/Store.git
Narfss/ParallaxEverywhere;git://github.com/Narfss/ParallaxEverywhere.git
Netflix/archaius;git://github.com/Netflix/archaius.git
Netflix/curator;git://github.com/Netflix/curator.git
Netflix/ribbon;git://github.com/Netflix/ribbon.git
OrangeGangsters/LolliPin;git://github.com/OrangeGangsters/LolliPin.git
Piasy/RxAndroidAudio;git://github.com/Piasy/RxAndroidAudio.git
Pixplicity/MultiViewPager;git://github.com/Pixplicity/MultiViewPager.git
Raizlabs/DBFlow;git://github.com/Raizlabs/DBFlow.git
Scalified/fab;git://github.com/Scalified/fab.git
Slyce-Inc/SlyceMessaging;git://github.com/Slyce-Inc/SlyceMessaging.git
StylingAndroid/Prism;git://github.com/StylingAndroid/Prism.git
SundeepK/CompactCalendarView;git://github.com/SundeepK/CompactCalendarView.git
Sunzxyong/Recovery;git://github.com/Sunzxyong/Recovery.git
Swagger2Markup/swagger2markup;git://github.com/Swagger2Markup/swagger2markup.git
Tapadoo/Alerter;git://github.com/Tapadoo/Alerter.git
Tencent/tinker;git://github.com/Tencent/tinker.git
Tibolte/AgendaCalendarView;git://github.com/Tibolte/AgendaCalendarView.git
ToxicBakery/ViewPagerTransforms;git://github.com/ToxicBakery/ViewPagerTransforms.git
VictorAlbertos/RxCache;git://github.com/VictorAlbertos/RxCache.git
Yalantis/GuillotineMenu-Android;git://github.com/Yalantis/GuillotineMenu-Android.git
Yalantis/uCrop;git://github.com/Yalantis/uCrop.git
YoKeyword/Fragmentation;git://github.com/YoKeyword/Fragmentation.git
a-voyager/BluetoothHelper;git://github.com/a-voyager/BluetoothHelper.git
aNNiMON/Lightweight-Stream-API;git://github.com/aNNiMON/Lightweight-Stream-API.git
afollestad/easy-video-player;git://github.com/afollestad/easy-video-player.git
afollestad/material-cab;git://github.com/afollestad/material-cab.git
afollestad/material-camera;git://github.com/afollestad/material-camera.git
afollestad/material-dialogs;git://github.com/afollestad/material-dialogs.git
airbnb/DeepLinkDispatch;git://github.com/airbnb/DeepLinkDispatch.git
airbnb/epoxy;git://github.com/airbnb/epoxy.git
akexorcist/Android-RoundCornerProgressBar;git://github.com/akexorcist/Android-RoundCornerProgressBar.git
alamkanak/Android-Week-View;git://github.com/alamkanak/Android-Week-View.git
alibaba/dubbo;git://github.com/alibaba/dubbo.git
amitshekhariitbhu/Android-Debug-Database;git://github.com/amitshekhariitbhu/Android-Debug-Database.git
amitshekhariitbhu/Fast-Android-Networking;git://github.com/amitshekhariitbhu/Fast-Android-Networking.git
amulyakhare/TextDrawable;git://github.com/amulyakhare/TextDrawable.git
andkulikov/Transitions-Everywhere;git://github.com/andkulikov/Transitions-Everywhere.git
android-cjj/JJSearchViewAnim;git://github.com/android-cjj/JJSearchViewAnim.git
android10/frodo;git://github.com/android10/frodo.git
antonkrasov/AndroidSocialNetworks;git://github.com/antonkrasov/AndroidSocialNetworks.git
antwankakki/FabricView;git://github.com/antwankakki/FabricView.git
appsthatmatter/GraphView;git://github.com/appsthatmatter/GraphView.git
